id,nome_lutador,apelido,sexo,categoria,win,lose,draw,precisao_striking,sig_pe_str,sig_clinch_str,sig_solo_str,method_ko_tko,method_dec,method_fin,golpes_sig_conectados,golpes_sig_absorvidos,media_quedas,media_fin,defesa_golpes_sig,defesa_quedas,media_knockdowns,tempo_medio,sig_head_str,sig_body_str,sig_leg_str,idade_lutador,altura_lutador,peso_lutador,link_corpo,link_rosto
1009,marion reneau,The Belizean Bruiser,F,Peso-galo feminino,9,8,1,0.42,0.66,0.19,0.15,0.56,0.11,0.33,3.2,3.52,0.62,0.79,0.6,0.5,0.0,786,3.66,1.12,0.68,46,66.0,136.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/68708%252Fprofile-galery%252Ffullbodyleft-picture%252FRENEAU_MARION_L_07-17.png?itok=dd-ZklIl,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-07/68708%252Fprofile-galery%252Fprofile-picture%252FRENEAU_MARION_07-17.png?itok=by44QKDW
1010,carlos condit,The Natural Born Killer,M,Peso Meio-Médio,32,14,0,0.39,0.75,0.1,0.15,0.47,0.13,0.41,3.66,2.67,0.59,0.99,0.55,0.39,0.39,730,6.23,2.34,2.56,39,74.0,171.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/67555%252Fprofile-galery%252Ffullbodyleft-picture%252FCONDIT_CARLOS_L_07-10.png?itok=y7eN0SWo,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-07/67555%252Fprofile-galery%252Fprofile-picture%252FCONDIT_CARLOS_07-10.png?itok=yua5vgMk
1011,omari akhmedov,Wolverine,M,Peso-médio,21,6,1,0.34,0.73,0.12,0.15,0.33,0.38,0.29,2.97,2.84,2.58,0.25,0.56,0.66,0.17,721,3.83,0.89,0.63,35,72.0,185.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/68949%252Fprofile-galery%252Ffullbodyleft-picture%252FAKHMEDOV_OMARI_L_07-10.png?itok=f44clGPe,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-07/68949%252Fprofile-galery%252Fprofile-picture%252FAKHMEDOV_OMARI_07-10.png?itok=h1sy-7-9
1012,conor mcgregor,The Notorious,M,Peso-leve,22,6,0,0.5,0.77,0.1,0.13,0.86,0.09,0.05,5.32,4.66,0.67,0.13,0.54,0.67,1.73,482,4.19,1.02,0.78,34,69.0,156.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/MCGREGOR_CONOR_L_07-10.png?itok=FvRdvehx,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-07/67667%252Fprofile-galery%252Fprofile-picture%252FMCGREGOR_CONOR_07-10.png?itok=f0200FBX
1013,jerome rivera,Renegade,M,Peso-mosca,10,6,0,0.34,0.82,0.12,0.06,0.1,0.3,0.6,3.21,2.6,0.0,0.0,0.52,0.4,0.0,456,0.37,0.35,0.5,28,70.0,125.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/RIVERA_JEROME_L_07-10.png?itok=-r2Tsce_,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-07/71611%252Fprofile-galery%252Fprofile-picture%252FRIVERA_JEROME_07-10.png?itok=IPpOA4au
1014,yancy medeiros,,M,Peso-leve,15,8,0,0.37,0.84,0.1,0.06,0.53,0.2,0.27,4.36,5.67,0.33,0.65,0.47,0.74,0.98,508,3.9,1.46,0.64,35,70.0,155.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-05/69524%252Fprofile-galery%252Ffullbodyleft-picture%252FMEDEIROS_YANCY_L_05-22.png?itok=SSjAqBYB,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-05/69524%252Fprofile-galery%252Fprofile-picture%252FMEDEIROS_YANCY_05-22.png?itok=HPhOORlx
1015,michel prazeres,Tractor,M,Peso Meio-Médio,26,4,0,0.47,0.73,0.1,0.16,0.08,0.54,0.38,2.38,2.51,3.94,0.61,0.58,0.48,0.18,734,2.73,0.63,0.71,41,66.0,170.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/PRAZERES_MICHEL_L_06-26.png?itok=0hripaBF,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-06/68812%252Fprofile-galery%252Fprofile-picture%252FPRAZERES_MICHEL_06-26.png?itok=xekPwYeO
1016,justin jaynes,The Guitar Hero,M,Peso-pena,16,8,0,0.44,0.86,0.06,0.08,0.5,0.19,0.31,3.34,5.33,0.75,1.12,0.63,0.2,0.75,482,0.98,0.31,0.05,33,67.0,145.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/JAYNES_JUSTIN_L_06-26.png?itok=qZ5nVfLI,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-06/68421%252Fprofile-galery%252Fprofile-picture%252FJAYNES_JUSTIN_06-26.png?itok=00l8u7LT
1017,dhiego lima,,M,Peso Meio-Médio,17,9,0,0.39,0.77,0.04,0.19,0.24,0.47,0.29,3.12,3.88,1.26,0.63,0.58,0.74,0.32,520,1.89,0.49,0.59,34,74.0,171.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-06/67817%252Fprofile-galery%252Ffullbodyleft-picture%252FLIMA_DHIEGO_L_06-19.png?itok=QrYS2UqT,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-06/67817%252Fprofile-galery%252Fprofile-picture%252FLIMA_DHIEGO_06_19.png?itok=UkKtXUum
1018,roque martinez,,M,Peso-pesado,15,8,2,0.54,0.77,0.23,0.0,0.53,0.27,0.2,3.28,4.9,0.38,0.38,0.56,0.54,0.0,787,0.81,0.31,0.17,37,70.0,249.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-06/69657%252Fprofile-galery%252Ffullbodyleft-picture%252FMARTINEZ_ROQUE_L_06-19.png?itok=R0cUxsvZ,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-06/69657%252Fprofile-galery%252Fprofile-picture%252FMARTINEZ_ROQUE_06_19.png?itok=vkTv5mMh
1019,lara procopio,,F,Peso-mosca feminino,7,2,0,0.59,0.84,0.12,0.04,0.14,0.57,0.29,5.64,6.5,3.15,0.35,0.47,0.5,0.0,858,1.59,0.39,0.44,27,64.0,126.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-06/71565%252Fprofile-galery%252Ffullbodyleft-picture%252FPROCOPIO_LARA_L_06-19.png?itok=5OVYSk-m,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-06/71565%252Fprofile-galery%252Fprofile-picture%252FPROCOPIO_LARA_06_19.png?itok=Cw2K2ktZ
1020,demian maia,,M,Peso Meio-Médio,28,11,0,0.44,0.5,0.12,0.38,0.11,0.39,0.5,1.8,2.07,2.49,0.99,0.64,0.62,0.04,745,5.92,1.08,0.39,45,73.0,170.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-06/67794%252Fprofile-galery%252Ffullbodyleft-picture%252FMAIA_DEMIAN_L_06-12.png?itok=Lb3J0Wsg,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-06/67794%252Fprofile-galery%252Fprofile-picture%252FMAIA_DEMIAN_06-12.png?itok=NzQ-ksEK
1021,walt harris,The Big Ticket,M,Peso-pesado,13,10,0,0.39,0.66,0.09,0.25,1.0,0.0,0.0,3.05,3.33,0.29,0.14,0.55,0.7,1.3,390,2.15,0.78,0.24,41,77.0,280.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-06/69494%252Fprofile-galery%252Ffullbodyleft-picture%252FHARRIS_WALT_L_06-05.png?itok=pwF_H0nH,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-06/69494%252Fprofile-galery%252Fprofile-picture%252FHARRIS_WALT_06-05.png?itok=Fp6V88b2
1022,victor rodriguez,,M,Peso-mosca,7,4,0,0.38,1.0,0.0,0.0,1.0,0.0,0.0,1.59,6.11,0.0,0.0,0.5,0.0,0.0,113,0.05,0.01,0.0,30,65.0,125.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-05/RODRIGUEZ_VICTOR_L_05-22.png?itok=_7YIY5MM,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-05/71722%252Fprofile-galery%252Fprofile-picture%252FRODRIGUEZ_VICTOR_05-22.png?itok=WePuVPvl
1023,ronaldo souza,Jacaré,M,Peso-médio,26,10,0,0.47,0.58,0.16,0.26,0.31,0.15,0.54,2.53,2.83,2.57,1.34,0.62,0.58,0.27,580,4.93,1.65,0.52,43,73.0,186.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-05/68142%252Fprofile-galery%252Ffullbodyleft-picture%252FSOUZA_JACARE_L_05-15.png?itok=UfyOaEXC,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTW734W8l_2Kc-8YlsF-GSBf-2UTEBO36LWfQ&s
1024,kevin aguilar,Angel of Death,M,Peso-pena,17,5,0,0.4,0.87,0.08,0.05,0.53,0.35,0.12,3.96,4.81,0.16,0.0,0.52,0.79,0.32,800,2.24,1.26,0.2,34,67.0,145.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-05/71419%252Fprofile-galery%252Ffullbodyleft-picture%252FAGUILAR_KEVIN_L_05-15.png?itok=-PuOy7X1,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-05/71419%252Fprofile-galery%252Fprofile-picture%252FAGUILAR_KEVIN_05-15.png?itok=ftUv4uAO
1025,maurice greene,The Crochet Boss,M,Peso-pesado,9,7,0,0.45,0.87,0.11,0.01,0.22,0.22,0.56,3.28,3.61,0.0,0.44,0.46,0.27,0.44,507,1.09,0.38,0.75,36,79.0,237.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-05/68775%252Fprofile-galery%252Ffullbodyleft-picture%252FGREENE_MAURICE_L_05-08.png?itok=pDvLd6-O,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-05/68775%252Fprofile-galery%252Fprofile-picture%252FGREENE_MAURICE_05-08.png?itok=8s3YxO1C
1026,christian aguilera,The Beast,M,Peso Meio-Médio,14,8,0,0.38,1.0,0.0,0.0,0.73,0.27,0.0,2.54,4.04,0.0,0.0,0.49,0.6,0.0,213,0.16,0.03,0.08,31,69.0,170.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-05/71629%252Fprofile-galery%252Ffullbodyleft-picture%252FAGUILERA_CHRISTIAN_L_05-08.png?itok=BBbhoKSY,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-05/71629%252Fprofile-galery%252Fprofile-picture%252FAGUILERA_CHRISTIAN_05-08.png?itok=7J2JNvCn
1027,gregor gillespie,The Gift,M,Peso-leve,14,1,0,0.53,0.31,0.09,0.61,0.53,0.13,0.33,3.74,2.3,6.86,0.76,0.58,1.0,0.51,443,1.86,0.2,0.15,36,67.0,156.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-05/68048%252Fprofile-galery%252Ffullbodyleft-picture%252FGILLESPIE_GREGOR_L_05-08.png?itok=h16bxCJY,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-05/68048%252Fprofile-galery%252Fprofile-picture%252FGILLESPIE_GREGOR_05-08.png?itok=4aIf3yQl
1028,luke sanders,Cool Hand,M,Peso-pena,13,5,0,0.53,0.68,0.1,0.22,0.62,0.31,0.08,6.61,4.37,0.71,0.24,0.51,0.73,0.95,441,3.35,0.51,0.3,37,66.0,145.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-04/68632%252Fprofile-galery%252Ffullbodyleft-picture%252FSANDERS_LUKE_L_05-01.png?itok=QQ9I8SFR,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-04/68632%252Fprofile-galery%252Fprofile-picture%252FSANDERS_LUKE_05-01.png?itok=fK776wnq
1029,kb bhullar,The Bengal,M,Peso-médio,8,2,0,0.49,0.99,0.01,0.0,0.5,0.25,0.25,4.31,5.39,0.0,0.0,0.45,0.0,0.0,501,0.05,0.12,0.55,31,76.0,186.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-05/71665%252Fprofile-galery%252Ffullbodyleft-picture%252FBHULLAR_KB_L_05-01.png?itok=dxuOJZBM,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-04/71665%252Fprofile-galery%252Fprofile-picture%252FBHULLAR_KB_05-01.png?itok=q2pLwtDS
1030,stefan sekulic,,M,Peso Meio-Médio,12,4,0,0.5,0.91,0.05,0.04,0.25,0.25,0.5,1.83,2.83,2.0,0.5,0.65,0.25,0.0,900,0.2,0.08,0.27,31,72.0,171.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/SEKULIC_STEFAN_L_04-24.png?itok=oHjwP00X,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-04/69282%252Fprofile-galery%252Fprofile-picture%252FSEKULIC_STEFAN_04-24.png?itok=AMTZ26p9
1031,luis pena,Violent Bob Ross,M,Peso-leve,9,3,0,0.47,0.65,0.09,0.25,0.08,0.77,0.15,3.66,3.12,1.17,1.17,0.51,0.48,0.15,770,3.13,0.47,0.16,29,75.0,155.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-04/69731%252Fprofile-galery%252Ffullbodyleft-picture%252FPENA_LUIS_L_04-17.png?itok=-9V6821B,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-04/69731%252Fprofile-galery%252Fprofile-picture%252FPENA_LUIS_04-17.png?itok=y8Hbkyiq
1032,bartosz fabinski,The Butcher,M,Peso-médio,15,5,0,0.68,0.27,0.44,0.29,0.53,0.47,0.0,2.23,1.46,7.1,0.0,0.51,0.8,0.0,507,0.68,0.34,0.11,37,72.0,184.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-04/67439%252Fprofile-galery%252Ffullbodyleft-picture%252FFABINSKI_BARTOSZ_L_04-17.png?itok=H1gTelud,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-04/67439%252Fprofile-galery%252Fprofile-picture%252FFABINSKI_BARTOSZ_04-17.png?itok=KKlth9zC
1033,justine kish,,F,Peso-mosca feminino,7,4,0,0.48,0.85,0.11,0.04,0.0,0.71,0.29,4.51,4.59,0.87,0.14,0.58,0.5,0.14,891,2.05,1.08,1.56,35,65.0,125.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/KISH_JUSTINE_L_04-17.png?itok=84KsE0p8,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-04/68430%252Fprofile-galery%252Fprofile-picture%252FKISH_JUSTINE_04-17.png?itok=u_zsBB2Z
1034,juan espino,El Guapo,M,Peso-pesado,11,2,0,0.71,0.2,0.2,0.59,0.09,0.18,0.73,2.38,1.95,8.93,2.43,0.4,0.5,0.0,370,0.36,0.06,0.02,42,75.0,257.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-06/ESPINO_JUAN_L_04-17.png?itok=8owkTNx2,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-04/71432%252Fprofile-galery%252Fprofile-picture%252FESPINO_JUAN_04-17.png?itok=vj9Ra1p8
1035,anthony birchak,El Toro,M,Peso-galo,16,8,0,0.37,0.67,0.22,0.11,0.31,0.19,0.5,3.93,3.67,0.48,0.48,0.57,0.62,0.96,313,0.66,0.32,0.25,37,68.0,135.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-05/67356%252Fprofile-galery%252Ffullbodyleft-picture%252FBIRCHAK_ANTHONY_L_04-17.png?itok=2-60eokr,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-04/67356%252Fprofile-galery%252Fprofile-picture%252FBIRCHAK_ANTHONY_04-17.png?itok=8sAIhmUD
1036,mike perry,Platinum,M,Peso Meio-Médio,14,8,0,0.47,0.78,0.12,0.1,0.79,0.21,0.0,4.32,5.16,0.81,0.18,0.53,0.79,0.72,668,4.57,1.13,1.52,31,70.0,170.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-04/68841%252Fprofile-galery%252Ffullbodyleft-picture%252FPERRY_MIKE_L_04-10.png?itok=tt73vAH3,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-04/68841%252Fprofile-galery%252Fprofile-picture%252FPERRY_MIKE_04-10.png?itok=HP2GIU6x
1037,yorgan de castro,The Mad Titan,M,Peso-pesado,6,3,0,0.44,0.91,0.06,0.03,0.83,0.17,0.0,2.46,3.85,0.0,0.0,0.54,0.78,0.76,473,0.46,0.16,0.35,36,73.0,261.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-04/71526%252Fprofile-galery%252Ffullbodyleft-picture%252FDE_CASTRO_YORGAN_L_04-10.png?itok=67x7pTHo,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-04/71526%252Fprofile-galery%252Fprofile-picture%252FDE_CASTRO_YORGAN_04-10.png?itok=nWxf-EeW
1038,hunter azure,,M,Peso-galo,9,2,0,0.53,0.75,0.1,0.15,0.33,0.56,0.11,3.92,2.08,1.97,1.31,0.59,0.68,0.22,824,1.49,0.53,0.67,31,68.0,135.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-04/71504%252Fprofile-galery%252Ffullbodyleft-picture%252FAZURE_HUNTER_L_04-10.png?itok=72Yx_zkO,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2023-06/AZURE_HUNTER_TUF31.png?itok=v73TdXRC
1039,jarjis danho,Man Mountain,M,Peso-pesado,7,1,1,0.51,0.6,0.33,0.07,1.0,0.0,0.0,3.38,5.25,0.51,0.0,0.49,1.0,0.51,591,0.71,0.21,0.08,41,74.0,255.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-06/DANHO_JARJIS_L_04-10.png?itok=4g559ujF,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-04/68190%252Fprofile-galery%252Fprofile-picture%252FDANHO_JARJIS_04-10.png?itok=v386c0wU
1040,jordan griffin,NativePsycho,M,Peso-pena,18,9,0,0.47,0.77,0.06,0.17,0.28,0.22,0.5,2.52,3.02,1.45,1.86,0.5,0.42,0.21,726,1.58,0.23,0.02,33,70.0,145.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/68342/profile-galery/fullbodyleft-picture/GRIFFIN_JORDAN_L.png?itok=ttfGNl9a,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-04/68342%252Fprofile-galery%252Fprofile-picture%252FGRIFFIN_JORDAN_04-10.png?itok=NRW8pZYR
1041,tyron woodley,The Chosen One,M,Peso Meio-Médio,19,7,1,0.49,0.48,0.3,0.22,0.37,0.37,0.26,2.36,2.76,1.06,0.39,0.55,0.88,0.58,754,3.86,2.63,0.81,41,69.0,171.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69431/profile-galery/fullbodyleft-picture/WOODLEY_TYRON_L_09-19.png?itok=zP6USv7X,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2020-09/WOODLEY_TYRON_09-19.png?VersionId=jT_iq9ucxEnp5M9GoDi2NPHT3rU5P6Mn&itok=PWnDrCo1
1042,thomas almeida,Thominhas,M,Peso-galo,22,5,0,0.44,0.89,0.1,0.0,0.77,0.05,0.18,4.84,4.93,0.17,0.0,0.62,0.76,0.5,540,2.61,0.8,0.94,31,67.0,136.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-10/69367%252Fprofile-galery%252Ffullbodyleft-picture%252FALMEIDA_THOMAS_L_10-17.png?itok=Ut3O8ZLj,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2020-10/69367%252Fprofile-galery%252Fprofile-picture%252FALMEIDA_THOMAS_10-17.png?itok=XXZ_BAJp
1043,ray rodriguez,The Judge,M,Peso-galo,16,8,0,0.28,1.0,0.0,0.0,0.19,0.31,0.5,0.9,3.89,1.42,0.0,0.41,0.44,0.0,421,0.14,0.04,0.01,35,67.0,135.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-09/RODRIGUEZ_RAY_L.png?VersionId=v03VaQizIfI0iJzkkAsuk9ZtwDgSkDAG&amp;itok=9IygnRbv,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-03/71534%252Fprofile-galery%252Fprofile-picture%252FRODRIGUEZ_RAY_09-05.png?itok=m4bc5oX8
1044,joseph benavidez,,M,Peso-mosca,28,8,0,0.35,0.8,0.12,0.09,0.29,0.39,0.32,3.52,2.67,1.41,0.59,0.61,0.62,0.36,683,6.18,3.06,2.37,40,64.0,125.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/Joseph_Benavidez/BENAVIDEZ_JOSEPH_L.png?VersionId=a8wJrP2mqxdlJbDOx5fZtlHCdVZrg3tZ&amp;itok=H0h-b_YU,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2020-07/BENAVIDEZ_JOSEPH_02-29.png?VersionId=Q1J4k.ZuddHvyfMGxUzEJM8tnEcL3DQS&itok=jaPDJBeG
1045,megan anderson,,M,Peso-pena,11,5,0,0.46,0.61,0.2,0.2,0.55,0.18,0.27,1.76,3.35,0.52,0.52,0.37,0.54,0.52,289,0.35,0.15,0.01,33,72.0,144.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-03/68788%252Fprofile-galery%252Ffullbodyleft-picture%252FANDERSON_MEGAN_L_03-06.png?itok=ir9F0Vvn,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-03/68788%252Fprofile-galery%252Fprofile-picture%252FANDERSON_MEGAN_03-06.png?itok=NZpPTLhL
1046,jordan espinosa,,M,Peso-mosca,15,9,0,0.53,0.7,0.19,0.11,0.13,0.4,0.47,4.22,2.94,0.75,0.19,0.57,0.71,0.75,602,2.06,0.64,0.69,33,66.0,126.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-03/ESPINOSA_JORDAN_L_03-23.png?itok=g-8KpvC3,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-03/68343%252Fprofile-galery%252Fprofile-picture%252FESPINOSA_JORDAN_03-23.png?itok=XnMQqNTD
1047,aalon cruz,,M,Peso-leve,8,4,0,0.39,0.99,0.01,0.01,0.25,0.5,0.25,7.58,8.88,0.0,0.0,0.59,0.0,0.85,354,0.83,0.36,0.15,33,72.0,155.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-02/CRUZ_AALON_L.png?itok=imUSr-uA,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-03/71541%252Fprofile-galery%252Fprofile-picture%252FCRUZ_AALON_02-29.png?itok=DQELigsi
1048,vince cachero,,M,Peso-galo,7,4,0,0.46,0.79,0.18,0.03,0.29,0.43,0.29,3.29,6.51,0.0,0.54,0.43,0.19,0.0,829,0.66,0.13,0.12,33,66.0,135.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-02/71684%252Fprofile-galery%252Ffullbodyleft-picture%252FCACHERO_VINCE_L_08-01.png?itok=hybFv6bv,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2020-08/CACHERO_VINCE_08-01.png?VersionId=xau567.jp6.j9bXnCVJZIcaBR8N_Dbuf&itok=5n1FaBWQ
1049,jimmie rivera,El Terror,M,Peso-galo,23,5,0,0.4,0.88,0.1,0.02,0.17,0.74,0.09,4.03,3.9,0.88,0.11,0.6,0.93,0.33,747,2.98,1.14,1.4,33,64.0,135.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-07/RIVERA_JIMMIE_L_09-08.png?VersionId=2OP8hX9j6sKGD5QDrr5ceKd2y7lCQQNa&amp;itok=d1Z0T9L3,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2020-07/RIVERA_JIMMIE_09-08.png?VersionId=6W2lJkxizkIVV4B5lEJlTcVgaWfEMDVA&itok=Vj9xdmp4
1050,shana dobson,Danger,F,Peso-mosca feminino,4,5,0,0.38,0.72,0.17,0.12,0.5,0.5,0.0,3.34,5.2,0.84,0.0,0.5,0.14,0.28,539,1.03,0.54,0.23,34,66.0,126.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-02/DOBSON_SHANA_L.png?VersionId=Y4M4ba4Qt86pGNmPnStWNSberc4.46j5&amp;itok=RCgYeAKN,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2021-02/DOBSON_SHANA_08-17.png?itok=VvRd7Pj-
1051,alistair overeem,The Demolition Man,M,Peso-pesado,47,19,0,0.64,0.35,0.26,0.38,0.53,0.11,0.36,3.67,2.44,1.42,0.83,0.57,0.73,0.79,438,7.03,4.45,1.73,43,76.0,255.5,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-09/OVEREEM_ALISTAIR_L_04-20.png?VersionId=bXdyWxqT3s9LgovyRhZf2AXfXWZG.zt5&amp;itok=Vnk4VSTZ,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2020-09/OVEREEM_ALISTAIR_04-20.png?VersionId=dQcGXUhYTsbeT5wJk3w7bgFK7W50k4dw&itok=3tMTCy47
1052,martin day,The Spartan,M,Peso-pena,8,6,0,0.46,0.89,0.02,0.09,0.38,0.38,0.25,3.97,3.79,0.72,0.48,0.54,0.65,0.48,747,1.48,0.75,0.24,34,70.0,146.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-07/DAY_MARTIN_L_11-24.png?VersionId=02xaj2cbuUJ9MDSwC_KmtOIl2KP_iUoi&amp;itok=DB9kFr_q,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2020-07/DAY_MARTIN_11-24.png?itok=gxwDjr2J
1053,nik lentz,The Carny,M,Peso-pena,30,12,2,0.48,0.61,0.2,0.2,0.37,0.37,0.27,3.44,3.25,3.3,1.24,0.5,0.44,0.1,754,6.5,2.69,1.6,38,68.0,150.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/0e14e257-608c-4a80-9658-65359a2ce0f9%252FLENTZ_NIK_L_01-25.png?itok=5OAs_grJ,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2022-03/fccd7f7b-8f04-417f-a73c-63e1567c7fc8%252FLENTZ_NIK_01-25.png?itok=BKsWZXhi
1054,antonio carlos junior,Cara de Sapato,M,Peso-médio,11,5,0,0.42,0.65,0.26,0.09,0.0,0.18,0.82,1.12,3.65,2.92,2.19,0.4,0.73,0.0,411,0.12,0.06,0.05,33,74.0,185.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67374/profile-galery/fullbodyleft-picture/CARLOS_JUNIOR_ANTONIO_L.png?VersionId=JGTdyaP_cOJzHbl8eBDqVhbsIehp9EGa&amp;itok=Y9hm1rvS,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2022-03/8d12140b-b68d-441e-8234-bd90e3e1cc16%252FCARLOS_JUNIOR_ANTONIO_05-18.png?itok=uhHgdzr2
1055,vinicius moreira,Mamute,M,Peso meio-pesado,9,5,0,0.59,0.56,0.07,0.38,0.11,0.0,0.89,3.15,5.07,1.97,1.31,0.43,0.0,0.0,274,0.33,0.19,0.2,34,76.0,206.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2019-09/MOREIRA_VINICIUS_L.png?VersionId=H9.mJUYIi_cdgM1WoE8JIidyvJqx1Swn&amp;itok=EYa4tSZx,https://ufc.com/images/styles/event_results_athlete_headshot/s3/2022-03/cbef0b2c-191c-4af0-a31f-3d678307bd84%252FMOREIRA_VINICIUS_01-19.png?itok=aP3ULNu1
